DBN,Category,#Asian,%Asian,#Black,%Black,#Hispanic,%Hispanic
02M114,Students with Disabilities,s,s,s,s,12,0.1935483870967742
02M116,All Students,119,0.20135363790186125,54,0.09137055837563451,130,0.21996615905245348
02M116,Attend school outside district of residence,s,s,s,s,7,0.5833333333333334
02M116,English Language Learners,32,0.463768115942029,s,s,13,0.18840579710144928
02M116,Poverty,38,0.18269230769230768,40,0.19230769230769232,85,0.40865384615384615
02M116,Reside in temporary housing,s,s,13,0.2708333333333333,33,0.6875
02M116,Students with Disabilities,s,s,16,0.17204301075268819,37,0.3978494623655914
02M124,All Students,696,0.9418132611637348,s,s,22,0.029769959404600813
02M124,Attend school outside district of residence,147,0.8802395209580839,s,s,14,0.08383233532934131
02M124,English Language Learners,238,1,s,s,s,s
02M124,Poverty,696,0.9418132611637348,s,s,22,0.029769959404600813
02M124,Reside in temporary housing,20,0.8695652173913043,s,s,s,s
02M124,Students with Disabilities,65,0.9558823529411765,s,s,s,s
06M152,English Language Learners,s,s,s,s,182,0.978494623655914
02M126,All Students,430,0.5906593406593407,77,0.10576923076923077,151,0.20741758241758243
02M126,Attend school outside district of residence,63,0.5121951219512195,22,0.17886178861788618,33,0.2682926829268293
02M126,English Language Learners,127,0.9694656488549618,s,s,s,s
02M126,Poverty,384,0.6586620926243568,64,0.1097770154373928,120,0.2058319039451115
02M126,Reside in temporary housing,126,0.7730061349693251,15,0.09202453987730061,20,0.12269938650306748
02M126,Students with Disabilities,39,0.3170731707317073,21,0.17073170731707318,52,0.42276422764227645
02M130,All Students,839,0.8813025210084033,9,0.009453781512605041,47,0.04936974789915966
02M130,Attend school outside district of residence,191,0.9317073170731708,s,s,6,0.02926829268292683
02M130,English Language Learners,121,0.9603174603174603,s,s,s,s
02M130,Poverty,839,0.8813025210084033,9,0.009453781512605041,47,0.04936974789915966
02M130,Reside in temporary housing,9,0.6,s,s,s,s
02M130,Students with Disabilities,103,0.865546218487395,s,s,6,0.05042016806722689
02M289,Attend school outside district of residence,25,0.49019607843137253,9,0.17647058823529413,s,s
02M131,All Students,324,0.7714285714285715,34,0.08095238095238096,60,0.14285714285714285
02M225,Reside in temporary housing,s,s,s,s,7,0.7777777777777778
02M131,Attend school outside district of residence,98,0.8235294117647058,s,s,18,0.15126050420168066
02M131,English Language Learners,133,0.9172413793103448,s,s,11,0.07586206896551724
02M131,Poverty,324,0.7714285714285715,34,0.08095238095238096,60,0.14285714285714285
02M131,Reside in temporary housing,110,0.873015873015873,6,0.047619047619047616,10,0.07936507936507936
02M131,Students with Disabilities,70,0.6086956521739131,17,0.14782608695652175,27,0.23478260869565218
02M150,All Students,25,0.15060240963855423,10,0.060240963855421686,20,0.12048192771084337
02M150,Attend school outside district of residence,s,s,s,s,7,0.4375
02M150,English Language Learners,s,s,s,s,s,s
02M150,Poverty,s,s,s,s,10,0.43478260869565216
02M150,Students with Disabilities,s,s,s,s,s,s
02M151,All Students,36,0.06569343065693431,77,0.14051094890510948,148,0.27007299270072993
02M151,Attend school outside district of residence,s,s,9,0.3,14,0.4666666666666667
02M289,English Language Learners,s,s,s,s,s,s
02M151,Poverty,7,0.03167420814479638,62,0.28054298642533937,111,0.502262443438914
02M151,Reside in temporary housing,s,s,13,0.3023255813953488,24,0.5581395348837209
02M151,Students with Disabilities,s,s,25,0.2336448598130841,48,0.4485981308411215
02M158,All Students,69,0.09985528219971057,27,0.03907380607814761,73,0.10564399421128799
02M158,Attend school outside district of residence,s,s,7,0.22580645161290322,16,0.5161290322580645
02M158,English Language Learners,14,0.358974358974359,s,s,7,0.1794871794871795
02M158,Poverty,s,s,8,0.09411764705882353,36,0.4235294117647059
02M158,Reside in temporary housing,s,s,s,s,6,0.6
02M158,Students with Disabilities,s,s,s,s,23,0.19008264462809918
02M167,All Students,372,0.27699180938198065,112,0.08339538346984364,251,0.18689501116902457
02M167,Attend school outside district of residence,111,0.45121951219512196,30,0.12195121951219512,66,0.2682926829268293
02M167,English Language Learners,18,0.34615384615384615,s,s,16,0.3076923076923077
02M167,Poverty,372,0.27699180938198065,112,0.08339538346984364,251,0.18689501116902457
02M167,Reside in temporary housing,17,0.40476190476190477,6,0.14285714285714285,15,0.35714285714285715
02M167,Students with Disabilities,23,0.09504132231404959,33,0.13636363636363635,104,0.4297520661157025
02M177,All Students,16,0.11267605633802817,15,0.1056338028169014,42,0.29577464788732394
02M177,Attend school outside district of residence,s,s,s,s,6,0.46153846153846156
02M177,English Language Learners,s,s,s,s,s,s
02M177,Poverty,16,0.11267605633802817,15,0.1056338028169014,42,0.29577464788732394
02M177,Reside in temporary housing,s,s,s,s,s,s
02M177,Students with Disabilities,s,s,6,0.15,12,0.3
02M183,All Students,94,0.16936936936936936,22,0.03963963963963964,58,0.1045045045045045
02M183,Attend school outside district of residence,s,s,6,0.4,s,s
02M183,English Language Learners,7,0.21212121212121213,s,s,s,s
02M183,Poverty,11,0.24444444444444444,s,s,10,0.2222222222222222
02M183,Reside in temporary housing,s,s,s,s,s,s
02M183,Students with Disabilities,s,s,10,0.09900990099009901,14,0.13861386138613863
17K484,English Language Learners,s,s,s,s,s,s
02M198,All Students,74,0.16444444444444445,51,0.11333333333333333,130,0.28888888888888886
02M198,Attend school outside district of residence,s,s,16,0.21333333333333335,42,0.56
02M198,English Language Learners,10,0.29411764705882354,s,s,8,0.23529411764705882
02M198,Poverty,s,s,32,0.1568627450980392,101,0.4950980392156863
02M198,Reside in temporary housing,s,s,s,s,6,0.6
02M198,Students with Disabilities,s,s,12,0.14814814814814814,31,0.38271604938271603
02M212,All Students,35,0.1023391812865497,21,0.06140350877192982,78,0.22807017543859648
02M212,Attend school outside district of residence,s,s,10,0.19607843137254902,15,0.29411764705882354
02M212,English Language Learners,s,s,s,s,s,s
02M225,Students with Disabilities,s,s,8,0.13333333333333333,36,0.6
02M212,Poverty,s,s,14,0.18666666666666668,32,0.4266666666666667
02M212,Reside in temporary housing,s,s,s,s,s,s
02M212,Students with Disabilities,s,s,6,0.13043478260869565,15,0.32608695652173914
02M217,All Students,161,0.29219600725952816,90,0.16333938294010888,81,0.147005444646098
02M217,Attend school outside district of residence,32,0.25396825396825395,s,s,12,0.09523809523809523
02M217,English Language Learners,28,0.6511627906976745,s,s,s,s
02M217,Poverty,57,0.285,61,0.305,48,0.24
02M217,Reside in temporary housing,s,s,s,s,s,s
02M217,Students with Disabilities,s,s,23,0.3382352941176471,18,0.2647058823529412
02M225,All Students,6,0.021352313167259787,62,0.2206405693950178,119,0.4234875444839858
02M225,Attend school outside district of residence,s,s,61,0.25523012552301255,104,0.4351464435146444
02M225,English Language Learners,s,s,s,s,7,0.7
02M225,Poverty,s,s,33,0.25984251968503935,76,0.5984251968503937
02M234,All Students,75,0.10653409090909091,9,0.01278409090909091,59,0.08380681818181818
02M234,Attend school outside district of residence,s,s,s,s,s,s
02M234,English Language Learners,s,s,s,s,s,s
02M234,Poverty,s,s,s,s,8,0.34782608695652173
02M234,Reside in temporary housing,s,s,s,s,s,s
02M234,Students with Disabilities,s,s,s,s,22,0.18181818181818182
18K211,English Language Learners,s,s,12,0.5,6,0.25
02M255,All Students,70,0.18716577540106952,12,0.03208556149732621,35,0.09358288770053476
02M255,Attend school outside district of residence,10,0.37037037037037035,s,s,6,0.2222222222222222
02M255,Poverty,70,0.18716577540106952,12,0.03208556149732621,35,0.09358288770053476
02M255,Reside in temporary housing,s,s,s,s,s,s
02M255,Students with Disabilities,6,0.11764705882352941,s,s,8,0.1568627450980392
02M260,All Students,38,0.13427561837455831,12,0.04240282685512368,25,0.08833922261484099
02M260,Attend school outside district of residence,7,0.19444444444444445,s,s,s,s
02M260,English Language Learners,s,s,s,s,s,s
02M260,Poverty,38,0.13427561837455831,12,0.04240282685512368,25,0.08833922261484099
02M260,Reside in temporary housing,s,s,s,s,s,s
02M260,Students with Disabilities,s,s,s,s,6,0.13043478260869565
02M267,All Students,38,0.10951008645533142,6,0.01729106628242075,27,0.07780979827089338
02M267,Attend school outside district of residence,s,s,s,s,s,s
02M267,English Language Learners,s,s,s,s,s,s
02M267,Students with Disabilities,6,0.09090909090909091,s,s,8,0.12121212121212122
02M276,All Students,179,0.20527522935779816,38,0.04357798165137615,95,0.10894495412844037
02M276,Attend school outside district of residence,s,s,8,0.26666666666666666,10,0.3333333333333333
02M276,English Language Learners,s,s,s,s,s,s
02M276,Poverty,s,s,11,0.1896551724137931,11,0.1896551724137931
02M276,Reside in temporary housing,s,s,s,s,s,s
02M276,Students with Disabilities,25,0.18382352941176472,9,0.0661764705882353,20,0.14705882352941177
02M281,All Students,40,0.3389830508474576,s,s,21,0.17796610169491525
02M281,Attend school outside district of residence,s,s,s,s,s,s
02M281,English Language Learners,12,0.4444444444444444,s,s,s,s
02M281,Poverty,13,0.325,s,s,11,0.275
02M281,Reside in temporary housing,s,s,s,s,s,s
02M281,Students with Disabilities,s,s,s,s,6,0.3157894736842105
02M289,All Students,111,0.38408304498269896,24,0.08304498269896193,37,0.12802768166089964
02M312,Reside in temporary housing,7,0.875,s,s,s,s
02M289,Poverty,111,0.38408304498269896,24,0.08304498269896193,37,0.12802768166089964
02M289,Reside in temporary housing,9,0.8181818181818182,s,s,s,s
02M289,Students with Disabilities,s,s,8,0.1509433962264151,11,0.20754716981132076
02M290,All Students,68,0.10845295055821372,9,0.014354066985645933,54,0.0861244019138756
02M290,Attend school outside district of residence,s,s,s,s,s,s
02M290,English Language Learners,7,0.3684210526315789,s,s,s,s
02M290,Poverty,6,0.09523809523809523,s,s,15,0.23809523809523808
02M290,Students with Disabilities,s,s,s,s,12,0.13793103448275862
02M312,All Students,258,0.46823956442831216,13,0.023593466424682397,41,0.07441016333938294
02M312,Attend school outside district of residence,61,0.6777777777777778,s,s,s,s
02M312,English Language Learners,s,s,s,s,s,s
02M312,Poverty,258,0.46823956442831216,13,0.023593466424682397,41,0.07441016333938294
02M312,Students with Disabilities,16,0.19047619047619047,s,s,18,0.21428571428571427
02M340,All Students,8,0.09411764705882353,s,s,16,0.18823529411764706
02M340,Attend school outside district of residence,s,s,s,s,s,s
02M340,Poverty,s,s,s,s,s,s
